title,tags
The Perfect Match,"terrence j. star a charlie, a playboy who's convinced that relationship are dead. his two best friends, donald faison and robert c. riley, bet him that if he stick to one woman for one month, he's bound to get attached. charlie denies this until he cross path with the beautiful and mysterious eva, played by singer/actress cassie. they may agree to a casual affair, but eventually charlie is questioning whether he may actually want more. comedy romance bet match playboy fear_of_commitment best_friend terrence_jenkins paula_patton kali_hawk bille_woodruff t's what everyone's looking for"
The Barbarian Invasions,"in this belated sequel to 'the decline of the american empire', 50-something montreal college professor, remy, learns that he is dying of liver cancer. he decides to make amends meet to his friend and family before he dies. he first try to made peace with his ex-wife louise, who asks their estranged son sebastian, a successful businessman living in london, to come home. sebastian make the impossible happen, using his contact and disrupting the entire canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also try to reunite his former friends, pierre, alain, dominique, diane, and claude to see their old friend before he pass on. comedy crime drama father_son_relationship socialism yuppie professor dying_and_death cancer money university illness dying family_conflict friend rémy_girard stéphane_rousseau marie-josée_croze denys_arcand a provocative new comedy about sex, friendship, and all other thing that invade our lives."
Robin and Marian,"whatever became of robin hood after his famed tale of good deed ended? now you can find out, in this sequel that take place year after robin and his merry men bested the sheriff of nottingham. after following richard the lionhearted to the crusades, robin (sean connery) return to sherwood forest to find thing drastically changed. audrey hepburn play the stalwart marian … who's joined a nunnery! action adventure drama romance england crusade robin_hood king_richard sean_connery audrey_hepburn robert_shaw richard_lester love is the greatest adventure of all."
The Forsaken,a young man is in a race against time a he search for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire. action adventure horror thriller vampire full_moon poster hitchhiker homoeroticism newspaper_headline vampire_slayer switchblade gun_in_mouth film_canister playing_chicken blood_sucking traffic_violation virus kerr_smith brendan_fehr izabella_miko j.s._cardone the night... ha an appetite.
UHF,"the eccentric new manager of a uhf television channel try to save the station from financial ruin with an odd array of programming. comedy loser tv_station game_show tv_star music_video satire cult_film indiana_jones_spoof_scene music_spoof ""weird_al""_yankovic victoria_jackson michael_richards jay_levey a lot of tv station have forgotten what ""quality"" means, but not channel 62. they never knew what it meant."
Grandma's Boy,"even though he's 35, alex act more like he's 13, spending his day a the world's oldest video game tester and his evening developing the next big xbox game. but he get kicked out of his apartment and is forced to move in with his grandmother. comedy video_game grandmother_grandson_relationship man_child stoner game_tester linda_cardellini allen_covert peter_dante nicholaus_goossen a movie that prof you're never too old to come of age."
Slums of Beverly Hills,"in 1976, a lower-middle-class teenager struggle to cope living with her neurotic family of nomad on the outskirt of beverly hills. comedy drama sex independent_film moving beverly_hills woman_director nursing_school nomad natasha_lyonne alan_arkin marisa_tomei tamara_jenkins growing up is hard to do"
Once Upon a Time in the West,this classic western masterpiece is an epic film about a widow whose land and life are in danger a the railroad is getting closer and closer to taking them over. a mysterious harmonica player join force with a desperado to protect the woman and her land. western showdown bounty bounty_hunter loss_of_brother sadness blackmail harmonica anti_hero auction dying_and_death peasant insanity spaghetti_western henry_fonda claudia_cardinale jason_robards sergio_leone there were three men in her life. one to take her... one to love her... and one to kill her.
Made,two aspiring boxer lifelong friend get involved in a money-laundering scheme through a low-level organized crime group. action comedy thriller vince_vaughn jon_favreau sean_combs jon_favreau welcome to disorganized crime.
Moon,"with only three week left in his three year contract, sam bell is getting anxious to finally return to earth. he is the only occupant of a moon-based manufacturing facility along with his computer and assistant, gerty. when he ha an accident however, he wakens to find that he is not alone. science_fiction drama moon artificial_intelligence clone isolation future dystopia space cloning moon_base sam_rockwell kevin_spacey dominique_mcelligott duncan_jones the last place you'd ever expect to find yourself."
Keeping Up with the Steins,"all hilarity break loose in this heartwarming coming-of-age comedy when three generation of fiedlers collide in a crazy family reunion. as they prepare for the biggest bar mitzvah on the block, they begin to see that they're much more alike than they'd originally thought. comedy bar_mitvah party independent_film daryl_sabara jami_gertz jeremy_piven scott_marshall a 13-year-old boy us his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather."
Sea Rex 3D: Journey to a Prehistoric World,"through the power of imax 3d, experience a wondrous adventure from the dinosaur age. join julie, an imaginative young woman, in a unique voyage through time and space. explore an amazing underwater universe inhabited by larger-than-life creature which were ruling the sea before dinosaur conquered the earth. see science come alive in an entertaining manner and get ready for a face-to-face encounter with the t-rex of the seas! documentary prehistoric dinosaur imax underwater_scene 3d short guillaume_denaiffe norbert_ferrer chloe_hollings ronan_chapalain the t-rex of the seas come alive."
The Sweet Hereafter,"a small mountain community in canada is devastated when a school bus accident leaf more than a dozen of it child dead. a big-city lawyer arrives to help the survivors' and victims' family prepare a class-action suit, but his effort only seem to push the townspeople further apart. at the same time, one teenage survivor of the accident ha to reckon with the loss of innocence brought about by a different kind of damage. drama canada suffering village paralysis independent_film lawyer school_bus vehicular_accident ian_holm caerthan_banks sarah_polley atom_egoyan there is no such thing a the simple truth."
Of Gods and Men,"french drama based on the 1996 kidnapping and killing of seven monk in algeria. a group of trappist monk reside in the monastery of tibhirine in algeria, where they live in harmony with the largely muslim population. when a bloody conflict between algeria's army and muslim jihadi insurgent disrupts the peace, they are forced to consider fleeing the monastery and deserting the villager they have ministered to. in the face of deadly violence the monk wrestle with their faith and their convictions, eventually deciding to stay and help their neighbour keep the army and the insurgent at bay. drama history monk sunrise medicine hostage evacuation koran protection french community peace faith based_on_true_story religion terrorism lambert_wilson michael_lonsdale olivier_rabourdin xavier_beauvois in the face of terror, their greatest weapon wa faith..."
Bottle Shock,"paris-based wine expert steven spurrier head to california in search of cheap wine that he can use for a blind taste test in the french capital. stumbling upon the napa valley, the stuck-up englishman is shocked to discover a winery turning out top-notch chardonnay. determined to make a name for himself, he set about getting the booze back to paris. comedy drama wine_garden wine winzer alan_rickman chris_pine bill_pullman randall_miller based on a true story of love, victory, and fermentation"
Jekyll and Hyde ... Together Again,dr. jekyll (mark blankfield) inhales white powder and becomes an obnoxious southern californian. comedy horror science_fiction double_life musical jekyll_and_hyde mark_blankfield bess_armstrong krista_errickson jerry_belson the comedy that examines modern living through chemistry
Heavenly Creatures,"based on the true story of juliet hulme and pauline parker, two close friend who share a love of fantasy and literature, who conspire to kill pauline's mother when she try to end the girls' intense and obsessive relationship. drama fantasy mother sex secret obsession literature nudity fantasy passion love friend murder independent_film lesbian true relationship melanie_lynskey kate_winslet sarah_peirse peter_jackson from a secret world no one could see... came a crime no one could believe."
90 Minutes in Heaven,"a man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen heaven. drama hospital church kate_bosworth hayden_christensen hudson_meek michael_polish hope life"
Everything Must Go,"when an alcoholic relapses, causing him to lose his wife and his job, he hold a yard sale on his front lawn in an attempt to start over. a new neighbor might be the key to his return to form. comedy drama romance alcohol arizona beer playboy independent_film salesman pregnant repo_man rebecca_hall will_ferrell glenn_howerton dan_rush lost is a good place to find yourself"
Zero Effect,"daryl zero is a private investigator. along with his assistant, steve arlo he solves impossible crime and puzzles. though a master investigator, when he is not working, zero doesn't know what to do with himself. he ha no social skills, writes bad music, and drive arlo crazy. in his latest case, zero must find out who is blackmailing a rich executive, and when his client won't tell him, why. comedy crime mystery thriller detective blackmail independent_film bill_pullman ben_stiller ryan_o'neal jake_kasdan the world's most private detective."
The Machinist,"the machinist is the story of trevor reznik, a lathe-operator who is dying of insomnia. in a machine shop, occupational hazard are bad enough under normal circumstances; yet for trevor the risk are compounded by fatigue. trevor ha lost the ability to sleep. this is no ordinary insomnia... thriller drama factory insomnia post_it machinist cleaning_bathroom_tile osha taunting manhole one_armed_man torment department_of_motor_vehicles mother's_day losing_weight old_photograph dostoevsky christian_bale jennifer_jason_leigh aitana_sánchez-gijón brad_anderson a little guilt go a long way..."
Light Sleeper,"a drug dealer with upscale clientele is having moral problem going about his daily deliveries. a reformed addict, he ha never gotten over the wife that left him, and the couple that use him for delivery worry about his mental well-being and his effectiveness at his job. meanwhile someone is killing woman in apparently drug-related incidents. drama crime suicide drug_dealer redemption addict existentialism willem_dafoe susan_sarandon dana_delany paul_schrader he wa a good man in a deadly business. she wa his only way out."
Kill the Messenger,a reporter becomes the target of a vicious smear campaign that drive him to the point of suicide after he expose the cia's role in arming contra rebel in nicaragua and importing cocaine into california. based on the true story of journalist gary webb. thriller crime drama mystery biography jeremy_renner mary_elizabeth_winstead michael_sheen michael_cuesta can you keep a national secret?
Rabbit Hole,life for a happy couple is turned upside down after their young son dy in an accident. drama loss_of_son trauma toy marriage grief memory cry parking_lot therapy car_seat nicole_kidman aaron_eckhart dianne_wiest john_cameron_mitchell the only way out is through.
Party Monster,"the new york club scene of the 80 and 90 wa a world like no other. into this candy-colored, mirror ball playground stepped michael alig, a wannabe from nowhere special. under the watchful eye of veteran club kid james st. james, alig quickly rose to the top... and there wa no place to go but down. comedy drama crime new_york hotel based_on_novel birthday bath nightclub donut hallucination costume injection death_of_a_friend arrest police party friend independent_film man_man_relationship money drug seth_green macaulay_culkin chloë_sevigny fenton_bailey 'til death do they party..."
Green Room,a young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence. horror crime thriller skinhead heroin music cover-up murder suspense gore duct_tape swastika pitbull witness_to_murder meat_cleaver bitten_in_the_neck neo_nazi punk_band fire_extinguisher mumblegore killer_dog mauling box_cutter feedback mic_stand anton_yelchin imogen_poots alia_shawkat jeremy_saulnier one way in. no way out.
The Oh in Ohio,"priscilla and jack appear to be the perfect couple, but they have a secret: she is sexually frustrated. they separate in the hope of resolving the situation. while jack move into a bachelor pad and begin an affair with a student, priscilla discovers the joy of self-pleasuring and find an unusual bed-mate. comedy drama romance sex adultery depression infidelity nightclub nudity orgasm promise bikini guru love lesbian lust drug therapy pleasure parker_posey danny_devito paul_rudd billy_kent one woman's story is about to climax."
Atlas Shrugged Part III: Who is John Galt?,"approaching collapse, the nation's economy is quickly eroding. as crime and fear take over the countryside, the government continues to exert it brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. one man ha the answer. one woman stand in his way. some will stop at nothing to control him. others will stop at nothing to save him. he swore by his life. they swore to find him. drama science_fiction mystery trilogy ayn_rand eric_allan_kramer rob_morrow stephen_tobolowsky james_manera who is john galt?"
Bottle Rocket,"upon his release from a mental hospital following a nervous breakdown, the directionless anthony join his friend dignan, who seems far less sane than the former. dignan ha hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary mr. henry. comedy crime drama brother_brother_relationship robbery burglar language_barrier motel independent_film psychiatric_hospital maid theft nervous_breakdown escapade laundry_room luke_wilson owen_wilson lumi_cavazos wes_anderson they're not really criminals, but everyone's got to have a dream."
Albino Alligator,three petty thief who the police believe to be major criminal are chased into a basement bar where they take five hostage including all the bar employees. the rest of the movie deal with the cop lurking outside the bar while the trio try to get hold of the situation inside. crime drama thriller brother_brother_relationship bar gun hostage siege police suspense matt_dillon faye_dunaway gary_sinise kevin_spacey they planned the perfect crime... until it all went perfectly wrong!
"Gandhi, My Father","with gandhi my father, producer anil kapoor and director feroz abbas khan have shed light onto gandhi the person, rather than gandhi the icon. using gandhi’s political career a a canvas, the film paint a picture of his intricate, complex, and strained relationship with his son harilal gandhi. drama foreign history biography mahatma_gandhi tragedy darshan_jariwala akshaye_khanna bhumika_chawla feroz_abbas_khan to the people...he wa a father. to his son...he wa a father he never had."
Out of the Blue,"dennis hopper is a hard-drinking truck driver who loses control of his truck under the influence and slam it into a busload of screaming children. after serving his five year jail sentence, hopper find his daughter, cebe (linda manz), the love of his live, grown into a rebellious punk in a backwater town, having barely been looked after by her junkie mon (sharron farrell). cebe's hope of once again becoming a ""normal"" family painfully prof to be doomed, a she desperately try to hold everyone together. hopper's loose, naturalistic style and sympathetic, yet critical attitude infuses the drama with a painful power that finally erupts in a devastating and thrillling conclusion. drama punk independent_film coming_of_age teenage_girl alcoholic_father dennis_hopper raymond_burr sharon_farrell dennis_hopper a harrowing drama from the director of easy rider"
Out of the Blue,"dennis hopper is a hard-drinking truck driver who loses control of his truck under the influence and slam it into a busload of screaming children. after serving his five year jail sentence, hopper find his daughter, cebe (linda manz), the love of his live, grown into a rebellious punk in a backwater town, having barely been looked after by her junkie mon (sharron farrell). cebe's hope of once again becoming a ""normal"" family painfully prof to be doomed, a she desperately try to hold everyone together. hopper's loose, naturalistic style and sympathetic, yet critical attitude infuses the drama with a painful power that finally erupts in a devastating and thrillling conclusion. drama punk independent_film coming_of_age teenage_girl alcoholic_father karl_urban tandi_wright simon_ferry robert_sarkies a harrowing drama from the director of easy rider"
Tucker and Dale vs Evil,"two hillbilly are suspected of being killer by a group of paranoid college kid camping near the duo's west virginian cabin. as the body count climbs, so doe the fear and confusion a the college kid try to seek revenge against the pair. comedy horror cabin chainsaw hillbilly body_in_chipper cut_off_jeans alan_tudyk tyler_labine katrina_bowden eli_craig evil just messed with the wrong hillbillies."
"Lovely, Still","a holiday fable that tell the story of an elderly man discovering love for the first time. drama romance independent_film martin_landau ellen_burstyn adam_scott nicholas_fackler something mysterious, new, unexpected and lovely is happening to robert malone."
Tycoon,"engineer johnny munroe is enlisted to build a railroad tunnel through a mountain to reach mines. his task is complicated, and his ethic are compromised, when he fall in love with his boss's daughter action drama romance mountain engineer railroad ethic john_wayne laraine_day cedric_hardwicke richard_wallace breath-taking adventure !"
Desert Blue,"an academic obsessed with ""roadside attractions"" and his tv-star daughter finally discover the world's largest ice cream cone, the centerpiece for an old gold-rush town struggling to stay on the map. they end up staying longer than expected because of an accident that spilled an unknown cola ingredient all over the highway. they spend the next few day with the various resident of the town which include a teenage girl who love to blow thing up and a boy trying to keep alive his father dream of building a beachside resort in the middle of the desert. comedy drama bomb fire fbi quarantine independent_film water_park bonfire explosive four-wheeler soda aqueduct beer_bong giant_ice_cream_cone casey_affleck kate_hudson brendan_sexton_iii morgan_j._freeman once you get there, you'll never want to leave"
Decoys,"luke and roger are just another couple of college guy trying to lose their virginity. but when luke see something unusual, he begin to suspect that the girl on campus aren't exactly...human. horror science_fiction thriller kim_poirier stefanie_von_pfetten elias_toufexis matthew_hastings they can seduce anyone... prey it isn't you!"
The Visit,"the terrifying story of a brother and sister who are sent to their grandparents' remote pennsylvania farm for a weeklong trip. once the child discover that the elderly couple is involved in something deeply disturbing, they see their chance of getting back home are growing smaller every day. horror thriller rap_music pennsylvania brother_sister_relationship farm grandparent murder child independent_film farmhouse single_mother violence oven found_footage hide_and_seek diaper olivia_dejonge ed_oxenbould kathryn_hahn m._night_shyamalan no one love you like your grandparents."
Sleep Tight,"apartment concierge cesar is a miserable person who belief he wa born without the ability to be happy. as a result, he decides his mission is to make life hell for everyone around him. a majority of the tenant are easy to agitate, but clara prof to be harder than the most. so cesar go to creepy extreme to make this young woman mentally break down. things get even more complicated in this twisted relationship when her boyfriend, marcos, show up. thriller barcelona_spain blackmail concierge caretaker stalking apartment_building peep_hole chloroform luis_tosar marta_etura_ alberto_san_juan jaume_balagueró someone is watching over you"
The Cottage,"in a remote part of the countryside, a bungled kidnapping turn into a living nightmare for four central character when they cross path with a psychopathic farmer and all hell break loose. horror comedy crime thriller ransom hostage hostage_drama andy_serkis reece_shearsmith jennifer_ellison paul_andrew_williams sleeps six bloody comfortably"
Farce of the Penguins,"in this spoof of ""march of the penguins,"" nature footage of penguin near the south pole get a soundtrack of human voices. carl and jimmy, best friends, walk 70 mile to the mating ground where the female penguin wait. the huddled mass of female - especially melissa and vicki - talk about males, mating, and what might happen this year. carl, jimmy, and the other male make the long trek talking about food, fornication and flatulence. until this year, carl's sex life ha been dismal, but he fall hard for melissa. she seems to like him. a crisis develops when jimmy come upon something soft in the dark. can friend forgive? does parenthood await carl and melissa? comedy documentary penguin balzen antarctic samuel_l._jackson jim_belushi whoopi_goldberg bob_saget what happens in antarctica... stays in antarctica"
Flying By,"a real estate developer go to his 25th high school reunion without his wife, and find his old teenage band playing. they get him up on stage for a couple of songs, and convince him come to a rehearsal. his wife is outraged that he played. his daughter think it's kind of cool. his mother, in a retirement home, encourages him to enjoy life. he feel some temporary relief from the pressure of business complexity and the stress of marriage tensions. the band get booked at a popular bar, which lead to a last minute booking to open for a reunion tour, with the possibility of additional tour dates. but the band ha internal conflicts. he face a tough decision to give it a shot even though it will affect his marriage, his family, particularly his daughter, and his business. drama billy_ray_cyrus heather_locklear ahnaise_christmas it's about the music"
Rudderless,"a grieving father in a downward spiral stumble across a box of his recently deceased son's demo tape and lyrics. shocked by the discovery of this unknown talent, he form a band in the hope of finding some catharsis. music drama comedy father_son_relationship rock_band grieving_father billy_crudup anton_yelchin felicity_huffman william_h._macy the way back begin with a single chord."
Christmas Eve,"hilarity, romance, and transcendence prevail after a power outage trap six different group of new yorkers inside elevator on christmas eve. romance comedy photographer surgeon orchestra doctor car_accident power_outage stuck_in_elevator elevator christmas patrick_stewart cheryl_hines gary_cole mitch_davis they'll be home for christmas...if only in their dreams."
Capricorn One,"in order to protect the reputation of the american space program, a team of scientist stage a phony mars landing. willingly participating in the deception are a trio of well-meaning astronauts, who become liability when their space capsule is reported lost on re-entry. now, with the help of a crusading reporter,they must battle a sinister conspiracy that will stop at nothing to keep the truth drama action thriller science_fiction helicopter nasa texas spacecraft beguilement crop_duster conspiracy escape astronaut desert mission_to_mars investigative_reporter launchpad elliott_gould james_brolin brenda_vaccaro peter_hyams the mission wa a sham. the murder were real."
Should've Been Romeo,"a self-centered, middle-aged pitchman for a potato chip company loses his job and his livelihood just a his octogenarian grandfather is dropped on his doorstep unexpectedly by his mother on her way to a single cruise. comedy drama paul_ben-victor ed_asner jordenn_thompson marcia_bennett even shakespeare didn't see this one coming."
Yoga Hosers,two teenage yoga enthusiast team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans. comedy fantasy horror thriller canada nazi sequel spin_off ancient_evil lily-rose_depp harley_quinn_smith justin_long kevin_smith do your 'wurst...
Sling Blade,"karl childers is a mentally disabled man who ha been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. although thoroughly institutionalized, karl is deemed fit to be released into the outside world. drama independent_film repair_shop southern death_threat story religious_art father_figure billy_bob_thornton dwight_yoakam j._t._walsh billy_bob_thornton a simple man. a difficult choice."
The Awakening,1921 england is overwhelmed by the loss and grief of world war i. hoax exposer florence cathcart (hall) visit a boarding school to explain sighting of a child ghost. horror thriller suicide england classroom investigation supernatural murder child haunting teacher author fear estate con discovery ghost governess rebecca_hall dominic_west imelda_staunton nick_murphy_ sometimes dead doe not mean gone.
Hostel,"three backpacker head to a slovakian city that promise to meet their hedonistic expectations, with no idea of the hell that awaits them. horror bathroom sex amsterdam europe brothel slovakia backpacker horror gore blood torture business_card doberman hostel surgery elite_club finger jay_hernandez derek_richardson eythor_gudjonsson eli_roth welcome to your worst nightmare"
A Cock and Bull Story,"steve coogan, an arrogant actor with low self-esteem and a complicated love life, is playing the eponymous role in an adaptation of ""the life and opinions of tristram shandy, gentleman"" being filmed at a stately home. he constantly spar with actor rob brydon, who is playing uncle toby and belief his role to be of equal importance to coogan's. comedy drama adaptation film_in_a_film steve_coogan rob_brydon keeley_hawes michael_winterbottom because everyone love an accurate period piece."
Lady in White,"locked in a school closet during halloween 1962, young frank witness the ghost of a young girl and the man who murdered her year ago. shortly afterward he find himself stalked by the killer and is soon drawn to an old house where a mysterious lady in white lives. as he discovers the secret of the woman he soon find that the killer may be someone close to him. horror thriller small_town boy murder maniac ghost the_sixties lukas_haas len_cariou alex_rocco frank_laloggia the year is 1962. the place is willowpoint falls. nobody talk about what happened in the school cloakroom 10 year ago. now, in the dead of night, frankie scarlatti is going to find out why."
Let's Kill Ward's Wife,"everyone hate ward’s wife and want her dead, ward (donald faison) most of all. but when his friends’ murderous fantasy turn into an (accidental) reality, they have to deal with a whole new set of problem — like how to dispose of the body and still make their 3 p.m. tee time. scott foley's directorial debut, also starring foley, patrick wilson, amy acker, and nicolette sheridan, is a blackly comic caper about helping a friend out of a bad relationship by any mean necessary. comedy wife_murder murder_plot patrick_wilson scott_foley amy_acker scott_foley real friends do the dirty work."
The Texas Chainsaw Massacre 2,a radio host is victimized by the cannibal family a a former texas marshall hunt them. horror hammer gore slasher chainsaw b_horror dennis_hopper caroline_williams jim_siedow tobe_hooper after a decade of silence... the buzzz is back!
Pat Garrett & Billy the Kid,an aging pat garrett is hired a a lawman on behalf of a group of wealthy new mexico cattle barons--his sole purpose being to bring down his old friend billy the kid. western sheriff aging billy_the_kid lawlessness gun_battle gore breast old_friends flogging man_slaps_a_woman pat_garrett manhunt james_coburn kris_kristofferson richard_jaeckel sam_peckinpah best of enemies. deadliest of friends.
Only God Forgives,"julian, who run a thai boxing club a a front organization for his family's drug smuggling operation, is forced by his mother jenna to find and kill the individual responsible for his brother's recent death. drama thriller crime bangkok suicidal arthouse neo-noir drug_trafficker very_little_dialogue emasculation ryan_gosling kristin_scott_thomas gordon_brown nicolas_winding_refn time to meet the devil"
The Names of Love,"bahia benmahmoud, a free-spirited young woman, ha a particular way of seeing political engagement, a she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, a all right-leaning people are concerned. generally, it work pretty well. until the day she meet arthur martin, a discreet forty-something who doesn't like taking risks. she imago that with a name like that, he's got to be slightly fascist. but name are deceitful and appearance deceiving.. drama comedy romance female_nudity political voting_results jacques_gamblin sara_forestier zinedine_soualem michel_leclerc make love, not war"
Treading Water,"at first glance, mica seems a perfectly normal boy. but first glance can often be deceiving... for one, mica's house is now a museum honouring guillermo garibai, the legendary mexican crooner. mica spends most of his time there, giving guided tour to aging garibai fans. but stranger still, mica smells. he smell like fish. numerous doctors, his life-long therapist and even his own parent are at a loss. no one want to be mica's friend. girls won't talk to him. his life appears pointless, uneventful, doomed. that is, until laura walk into it. drama comedy fish boy parenting first_love troubled_childhood child_psychologist woman_director synchronized_swimming self_acceptance parental_advisor douglas_smith zoë_kravitz ariadna_gil analeine_cal_y_mayor mica is a perfectly normal boy. well he would be if he didn't smell of fish."
Savage Grace,"this examination of a famous scandal from the 1970s explores the relationship between barbara baekeland and her only son, antony. barbara, a lonely social climber unhappily married to the wealthy but remote plastic heir brooks baekeland, dotes on antony, who is homosexual. as barbara try to ""cure"" antony of his sexuality -- sometimes by seducing him herself -- the groundwork is laid for a murderous tragedy. drama mother sex adultery nudity scandal son love murder true teenager gay_man incest socialite julianne_moore stephen_dillane eddie_redmayne tom_kalin truth is more shocking than fiction."
Out of the Blue,"ordinary people find extraordinary courage in the face of madness. on 13–14 november 1990 that madness came to aramoana, a small new zealand seaside town, in the form of a lone gunman with a high-powered semi-automatic rifle. as he stalked his victim the terrified and confused resident were trapped for 24 hour while a handful of under-resourced and under-armed local policeman risked their life trying to find him and save the survivors. based on true events. drama new_zealand gun_rampage police independent_film neighbor person_running_amok dennis_hopper raymond_burr sharon_farrell dennis_hopper the true story of a small town massacre"
Out of the Blue,"ordinary people find extraordinary courage in the face of madness. on 13–14 november 1990 that madness came to aramoana, a small new zealand seaside town, in the form of a lone gunman with a high-powered semi-automatic rifle. as he stalked his victim the terrified and confused resident were trapped for 24 hour while a handful of under-resourced and under-armed local policeman risked their life trying to find him and save the survivors. based on true events. drama new_zealand gun_rampage police independent_film neighbor person_running_amok karl_urban tandi_wright simon_ferry robert_sarkies the true story of a small town massacre"
Police Academy,"new rule enforced by the lady mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the police force. this open the floodgate for all and sundry to enter the police academy, much to the chagrin of the instructors. not everyone is there through choice, though. social misfit mahoney ha been forced to sign up a the only alternative to a jail sentence and it doesn't take long before he fall foul of the boorish lieutenant harris. but before long, mahoney realises that he is enjoying being a police cadet and decides he want to stay... while harris decides he want mahoney out! comedy crime trainer recruit shenanigan police_academy steve_guttenberg kim_cattrall g._w._bailey hugh_wilson what an institution!"
The Blue Lagoon,"two small child and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. soon, however, the cook dy and the young boy and girl are left on their own. days become year and emmeline (brooke shields) and richard (christopher atkins) make a home for themselves surrounded by exotic creature and nature's beauty. but will they ever see civilization again? romance adventure drama sexual_identity shipwreck lover stranded marooned pacific_island teenager deserted_island tropical_island lost_at_sea brooke_shields christopher_atkins leo_mckern randal_kleiser a sensuous story of natural love."
Four Weddings and a Funeral,four weddings and a funeral is a british comedy about a british man named charles and an american woman named carrie who go through numerous wedding before they determine if they are right for one another. comedy drama romance upper_class love_at_first_sight wedding_vows marriage_proposal yuppie love_of_one's_life lone_wolf snob witness bride bridegroom bridesmaid funeral clumsy_fellow friendship wedding gay_couple hugh_grant andie_macdowell james_fleet mike_newell five good reason to stay single.
Fast Times at Ridgemont High,"follows a group of high school student growing up in southern california, based on the real-life adventure chronicled by cameron crowe. stacy hamilton and mark ratner are looking for a love interest, and are helped along by their older classmates, linda barrett and mike damone, respectively. the center of the film is held by jeff spicoli, a perpetually stoned surfer dude who face off with the resolute mr. hand, who is convinced that everyone is on dope. comedy sex based_on_novel nudity friendship high_school shopping_mall bikini bong teacher coming_of_age marijuana loss_of_virginity drug_humor teen_movie rock_'n'_roll stoner irreverence teen_comedy dream_sequence convenience_store teenage_pregnancy woman_director abortion surfer_dude sean_penn jennifer_jason_leigh judge_reinhold amy_heckerling fast cars, fast girls, fast carrots...fast carrots?"
Moby Dick,"in 1841, young ishmael sign up for service abroad the pequod, a whaler sailing out of new bedford. the ship is under the command of captain ahab, a strict disciplinarian who exhorts his men to find moby dick, the great white whale. ahab lost his his leg to that creature and is desperate for revenge. as the crew soon learns, he will stop at nothing to gain satisfaction. adventure drama based_on_novel captain boat obsession shipwreck stroke_of_fate whale walrus revenge gregory_peck richard_basehart leo_genn john_huston from the immortal adventure classic...of whaling men, their ships, and the sea!"
25th Hour,"the filmed adaptation from david benioff's novel of the same name. set in new york, a convicted drug dealer named monty ha one day left of freedom before he is sent to prison. anger, blame, frustration, betrayal, guilt and loneliness are theme on this last day of friends, family, parties, saying goodbye, and setting thing straight. a spike lee joint. crime drama prison prisoner dream drug_dealer nightclub american_dream male_friendship melancholy girlfriend friendship aftercreditsstinger edward_norton philip_seymour_hoffman barry_pepper spike_lee this life wa so close to never happening."
Bound,"corky, a tough female ex con and her lover violet concoct a scheme to steal million of stashed mob money and pin the blame on violet's crooked boyfriend caeser. crime drama romance thriller prison women's_prison suspense mafia lesbian gangster ex-con woman_director jennifer_tilly gina_gershon joe_pantoliano lilly_wachowski in their world, you can't buy freedom, but you can steal it."
Tango,a dangerous love affair inspires a director to create the most spectacular and bodly seductive dance film ever made. 1998 oscar nominee best foreign language film. drama foreign romance dancer tango musical love miguel_ángel_solá cecilia_narova mía_maestro carlos_saura tango: do not ever leave me
Salvador,a second rated journalist from the us try his luck in el salvador during the military dictatorship in the 1980s. drama civil_war dictator journalist guerrilla loss_of_lover revolution war_correspondent civil_rights_movement_ picture_journalist el_salvador dictatorship james_woods jim_belushi michael_murphy oliver_stone based on a true story.
Moms' Night Out,"yearning for an evening without their kids, some friend plan a night out. but to do this, their husband need to watch the kids. what can go wrong? comedy wife_husband_relationship stress child mother_daughter_relationship parenthood parenting parent_child_relationship duringcreditsstinger sarah_drew sean_astin patricia_heaton jon_erwin what could go wrong?"
Donnie Darko,"after narrowly escaping a bizarre accident, a troubled teenager is plagued by vision of a large bunny rabbit that manipulates him to commit a series of crimes. fantasy drama mystery parents_kids_relationship airplane time_travel school_presentation school_performance suburbia vision morality teenager jake_gyllenhaal jena_malone patrick_swayze richard_kelly you can never go too far"
Spun,"over the course of three day ross, a college dropout addicted to crystal-meth, encounter a variety of oddball folk - including a stripper named nikki and her boyfriend, the local meth producer, the cook - but all he really want to do is hook up with his old girlfriend, amy. comedy crime drama independent_film speed_freak junky_cop boy_toy porn_magazine dope_selling crank handcuffed_to_a_bed cctv veterinary_clinic needlepoint needle older_woman_younger_woman_relationship telephone_sex jason_schwartzman mickey_rourke brittany_murphy jonas_åkerlund the ultimate speed freak's tale."
